FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
F9385	CHERRY SNAPPER, RAW	CHERRY SNAPPER, RAW	A0267 B1510 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F11054	CHERRY SOFT DRINK	CHERRY SOFT DRINK	A0241 B1217 C0005 E0123 F0003 G0003 H0109 H0150 H0200 H0202 H0227 J0001 K0003 M0001 N0001 P0024	
F7114	CHERRY SPREAD	CHERRY SPREAD	A0197 B1306 C0140 E0144 F0001 G0003 H0280 J0001 K0003 M0001 N0001 P0024	
F7087	CHERRY SPREAD WITH CHERRY LIQUER	CHERRY SPREAD WITH CHERRY LIQUER	A0197 B1306 C0140 E0144 F0001 G0003 H0160 H0280 J0001 K0003 M0001 N0001 P0024	
F7308	CHERRY WINE	CHERRY WINE	A0205 B1306 C0140 E0123 F0003 G0003 H0232 J0104 K0003 M0203 N0001 P0024	
F1239	CHERRY, BRINED	CHERRY, BRINED	A0143 B1306 C0140 E0150 F0003 G0003 H0197 H0253 J0100 K0004 M0001 N0001 P0024	
F1241	CHERRY, CANNED	CHERRY, CANNED	A0143 B1306 C0167 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F16795	CHERRY, CANNED, ARTIFICIALLY SWEETENED	CHERRY, CANNED, ARTIFICIALLY SWEETENED	A0143 B1306 C0167 E0151 F0014 G0003 H0108 J0123 K0001 M0194 N0001 P0024	
F15598	CHERRY, COCKTAIL	CHERRY, COCKTAIL	A0143 B1306 C0139 E0150 F0001 G0003 H0136 H0227 J0001 K0001 M0001 N0001 P0024	
F1242	CHERRY, FROZEN	CHERRY, FROZEN	A0143 B1306 C0167 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F2956	CHERRY, MINT-FLAVORED	CHERRY, MINT-FLAVORED	A0143 B1306 C0139 E0150 F0001 G0003 H0227 J0001 K0001 M0001 N0001 P0024	
F5150	CHERRY, PITTED	CHERRY, PITTED	A0143 B1306 C0139 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F2949	CHERRY, PITTED, CANNED	CHERRY, PITTED, CANNED	A0143 B1306 C0139 E0150 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
F2016	CHERRY, PROCESSED	CHERRY, PROCESSED	A0143 B1306 C0167 E0151 F0001 G0003 H0001 J0001 K0001 M0001 N0001 P0024	
F1240	CHERRY, RAW	CHERRY, RAW	A0143 B1306 C0167 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F2954	CHERRY, RED TART, PITTED	CHERRY, RED TART, PITTED	A0143 B1052 C0139 E0150 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F5658	CHERRY, SULFURED	CHERRY, SULFURED	A0143 B1306 C0167 E0150 F0001 G0003 H0001 J0108 K0003 M0001 N0001 P0024	
F5228	CHERRY, SWEETENED WITH GLUCOSE AND SUCROSE, FROZEN	CHERRY, SWEETENED WITH GLUCOSE AND SUCROSE, FROZEN	A0143 B1306 C0167 E0150 F0001 G0003 H0158 J0136 K0023 M0001 N0001 P0024	
F16977	CHERRY, WHITE HEART, BOTTLED	CHERRY, WHITE HEART, BOTTLED	A0143 B1306 C0167 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F4901	CHERRY-FLAVORED CARBONATED BEVERAGE BASE, ARTIFICIALLY SWEETENED	CHERRY-FLAVORED CARBONATED BEVERAGE BASE, ARTIFICIALLY SWEETENED	A0241 B0001 C0001 E0001 F0001 G0003 H0108 H0117 J0001 K0003 M0001 N0001 P0024 P0045 Z0088	
F1221	CHERVIL	CHERVIL	A0113 B1444 C0200 E0122 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F10410	CHESHIRE CHEESE	CHESHIRE CHEESE	A0186 B1201 C0245 E0151 F0001 G0003 H0101 J0001 K0003 M0001 N0001 P0024	
F3360	CHESTNUT PIECES IN VANILLA-FLAVORED SYRUP, CANNED	CHESTNUT PIECES IN VANILLA-FLAVORED SYRUP, CANNED	A0260 B1544 C0132 E0152 F0014 G0003 H0227 J0123 K0023 M0194 N0001 P0024	
F2968	CHESTNUT PUREE	CHESTNUT PUREE	A0260 B1012 C0108 E0135 F0001 G0003 H0177 J0001 K0003 M0001 N0001 P0024	
F16700	CHESTNUT PUREE, CANNED	CHESTNUT PUREE, CANNED	A0260 B1544 C0132 E0135 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
F1359	CHESTNUT, BAKED	CHESTNUT, BAKED	A0260 B1544 C0155 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024	
F7002	CHESTNUT, CANNED IN WATER	CHESTNUT, CANNED IN WATER	A0260 B1544 C0132 E0151 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
F1873	CHESTNUT, DRIED	CHESTNUT, DRIED	A0260 B1544 C0132 E0001 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F3915	CHESTNUT, GLAZED	CHESTNUT, GLAZED	A0260 B1544 C0132 E0150 F0001 G0003 H0136 J0001 K0003 M0001 N0001 P0024	
F3370	CHESTNUT, GROUND	CHESTNUT, GROUND	A0260 B1544 C0132 E0136 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F7003	CHESTNUT, GROUND, CANNED	CHESTNUT, GROUND, CANNED	A0260 B1544 C0132 E0136 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F7001	CHESTNUT, GROUND, IN VANILLA-FLAVORED SYRUP, CANNED	CHESTNUT, GROUND, IN VANILLA-FLAVORED SYRUP, CANNED	A0260 B1544 C0132 E0136 F0014 G0003 H0136 H0227 J0123 K0023 M0194 N0001 P0024	
F2963	CHESTNUT, MASHED	CHESTNUT, MASHED	A0260 B1544 C0132 E0136 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F1358	CHESTNUT, UNRIPE	CHESTNUT, UNRIPE	A0260 B1544 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0051	
F16699	CHESTNUTS, CANNED	CHESTNUTS, CANNED	A0260 B1544 C0132 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F10978	CHESTNUTS, RAW	CHESTNUTS, RAW	A0260 B1544 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10643	CHEWING GUM	CHEWING GUM	A0176 B1012 C0210 E0105 F0014 G0003 H0100 H0224 H0368 J0001 K0003 M0001 N0001 P0024	
F3054	CHEWING GUM CONTAINING BREATH FRESHENER	CHEWING GUM CONTAINING BREATH FRESHENER	A0176 B1012 C0108 E0147 F0014 G0003 H0117 H0138 J0001 K0003 M0001 N0001 P0024	
F17414	CHEWING GUM WITH ADDED SUGAR	CHEWING GUM WITH ADDED SUGAR	A0176 B1012 C0210 E0147 F0014 G0003 H0117 H0136 H0138 J0001 K0003 M0001 N0001 P0024	
F3083	CHEWING GUM, ARTIFICIALLY COLORED	CHEWING GUM, ARTIFICIALLY COLORED	A0176 B1012 C0108 E0147 F0014 G0003 H0117 H0138 H0150 J0001 K0003 M0001 N0001 P0024	
F9599	CHEWING GUM, ARTIFICIALLY SWEETENED	CHEWING GUM, ARTIFICIALLY SWEETENED	A0176 B0001 C0001 E0147 F0014 G0003 H0108 H0117 H0138 J0001 K0003 M0001 N0001 P0024 P0045	
F2657	CHEWING GUM, CAFFEINATED, VITAMIN-FORTIFIED	CHEWING GUM, CAFFEINATED, VITAMIN-FORTIFIED	A0176 B1422 C0108 E0153 F0014 G0003 H0194 H0227 J0001 K0003 M0001 N0001 P0024	
F15386	CHEWING GUM, CARBOHYDRATE MODIFIED	CHEWING GUM, CARBOHYDRATE MODIFIED	A0176 B0001 C0001 E0147 F0014 G0003 H0117 H0138 J0001 K0003 M0001 N0001 P0023 P0024	
F15393	CHEWING GUM, LOW JOULE	CHEWING GUM, LOW JOULE	A0176 B0001 C0001 E0147 F0014 G0003 H0117 H0138 J0001 K0003 M0001 N0001 P0024 P0033	
F4973	CHEWING GUM, NUTRITIVELY SWEETENED	CHEWING GUM, NUTRITIVELY SWEETENED	A0176 B0001 C0001 E0147 F0014 G0003 H0117 H0138 H0303 J0001 K0003 M0001 N0001 P0023 P0024	
F3401	CHEWING GUM, SUGARLESS	CHEWING GUM, SUGARLESS	A0176 B0001 C0001 E0147 F0014 G0003 H0117 H0138 J0001 K0003 M0001 N0001 P0024 P0056 P0125	
F11365	CHEWING GUM, WITH CAFFEINE ADDED	CHEWING GUM, WITH CAFFEINE ADDED	A0176 B1012 C0210 E0105 F0014 G0003 H0117 H0225 H0368 J0001 K0003 M0001 N0001 P0024	
F5111	CHEWY CANDY	CHEWY CANDY	A0293 B1012 C0108 E0147 F0014 G0003 H0117 J0001 K0003 M0001 N0001 P0024	
F4834	CHIA SEED BREAD	CHIA SEED BREAD	A0178 B1312 C0155 E0151 F0014 G0005 H0333 J0001 K0003 M0001 N0001 P0024	
F10143	CHIANTI WINE	CHIANTI WINE	A0299 B1329 C0140 E0123 F0003 G0003 H0232 J0104 K0003 M0001 N0001 P0024	
F6811	CHICK PEA, RAW	CHICK PEA, RAW	A0152 B1172 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F11012	CHICKEN A LA KING	CHICKEN A LA KING	A0172 B1457 C0268 E0110 F0014 G0001 H0117 H0166 H0171 H0212 J0001 K0003 M0001 N0001 P0024 Z0003	
F3003	CHICKEN AND DUMPLINGS	CHICKEN AND DUMPLINGS	A0220 B1312 C0208 E0134 F0014 G0001 H0171 H0227 J0001 K0001 M0001 N0001 P0024	
F4429	CHICKEN AND DUMPLINGS WITH VEGETABLES, CANNED	CHICKEN AND DUMPLINGS WITH VEGETABLES, CANNED	A0273 B1457 C0175 E0134 F0014 G0003 H0152 H0212 J0123 K0011 M0194 N0001 P0024 Z0003	
F3018	CHICKEN AND NOODLES	CHICKEN AND NOODLES	A0220 B1312 C0208 E0134 F0014 G0001 H0171 H0227 J0001 K0001 M0001 N0001 P0024	
F4772	CHICKEN AND NOODLES WITH VEGETABLES	CHICKEN AND NOODLES WITH VEGETABLES	A0273 B1457 C0268 E0134 F0001 G0003 H0152 H0212 J0001 K0011 M0001 N0001 P0024 Z0054	
F4427	CHICKEN AND NOODLES, CANNED	CHICKEN AND NOODLES, CANNED	A0273 B1457 C0175 E0134 F0014 G0003 H0152 J0123 K0011 M0194 N0001 P0024 Z0003	
F3019	CHICKEN AND RICE	CHICKEN AND RICE	A0172 B1322 C0208 E0134 F0014 G0001 H0171 H0227 J0001 K0001 M0001 N0001 P0024	
F7779	CHICKEN AND TURKEY SALAD	CHICKEN AND TURKEY SALAD	A0208 B1457 C0268 E0134 F0014 G0003 H0151 H0171 H0221 J0001 K0003 M0001 N0001 P0024 Z0003	
F7781	CHICKEN AND TURKEY SALAD SANDWICH	CHICKEN AND TURKEY SALAD SANDWICH	A0218 B1457 C0268 E0105 F0014 G0003 H0151 H0152 H0171 H0207 H0221 J0001 K0003 M0001 N0001 P0024	
F4139	CHICKEN AND VEGETABLES IN SEASONED GRAVY	CHICKEN AND VEGETABLES IN SEASONED GRAVY	A0273 B1457 C0175 E0151 F0001 G0003 H0212 H0227 J0001 K0034 M0001 N0001 P0024 Z0003	
F3033	CHICKEN BACK, RAW	CHICKEN BACK, RAW	A0273 B1457 C0265 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002	
F10822	CHICKEN BONE	CHICKEN BONE	A0273 B1457 C0168 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F3002	CHICKEN BONE, COOKED	CHICKEN BONE, COOKED	A0273 B1457 C0168 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F1431	CHICKEN BOUILLON CUBE	CHICKEN BOUILLON CUBE	A0243 B1655 C0005 E0140 F0014 G0003 H0117 H0138 H0171 J0116 K0003 M0001 N0001 P0024	
F4936	CHICKEN BOUILLON MIX	CHICKEN BOUILLON MIX	A0243 B1457 C0170 E0106 F0014 G0003 H0138 J0116 K0003 M0001 N0001 P0024 Z0090	
F4208	CHICKEN BOUILLON, CONCENTRATED	CHICKEN BOUILLON, CONCENTRATED	A0243 B1457 C0170 E0001 F0014 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F11140	CHICKEN BREAST, COOKED	CHICKEN BREAST, COOKED	A0273 B1457 C0175 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0004 Z0158	
F3012	CHICKEN BREAST, RAW	CHICKEN BREAST, RAW	A0273 B1457 C0175 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0004 Z0158	
F3004	CHICKEN BROTH	CHICKEN BROTH	A0243 B1457 C0170 E0109 F0014 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F3010	CHICKEN BURGER, MADE FROM MEAT AND BONE, FORMED	CHICKEN BURGER, MADE FROM MEAT AND BONE, FORMED	A0273 B1457 C0103 E0105 F0018 G0001 H0151 J0001 K0001 M0001 N0001 P0024	
F4449	CHICKEN CACCIATORE	CHICKEN CACCIATORE	A0273 B1457 C0265 E0150 F0018 G0003 H0160 H0166 H0227 J0001 K0037 M0001 N0001 P0024 Z0054	
F5384	CHICKEN CACCIATORE, CANNED	CHICKEN CACCIATORE, CANNED	A0273 B1457 C0265 E0150 F0014 G0001 H0160 H0166 H0227 J0123 K0037 M0194 N0001 P0024 Z0054	
F3353	CHICKEN CHOW MEIN	CHICKEN CHOW MEIN	A0172 B1395 C0183 E0134 F0001 G0003 H0152 H0166 H0171 H0227 J0001 K0036 M0001 N0001 P0024	
F4956	CHICKEN CONSOMME, CONDENSED	CHICKEN CONSOMME, CONDENSED	A0243 B1457 C0170 E0001 F0014 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F2015	CHICKEN CRACKLING	CHICKEN CRACKLING	A0273 B1457 C0190 E0131 F0014 G0001 H0161 J0001 K0003 M0001 N0001 P0024	
F5354	CHICKEN CROQUETTE	CHICKEN CROQUETTE	A0273 B1457 C0268 E0147 F0001 G0003 H0186 H0188 H0233 J0001 K0003 M0001 N0001 P0024	
F5363	CHICKEN DINNER	CHICKEN DINNER	A0139 B1457 C0265 E0001 F0018 G0001 H0212 J0001 K0001 M0001 N0001 P0024	
F11139	CHICKEN DRUMSTICK, COOKED	CHICKEN DRUMSTICK, COOKED	A0273 B1457 C0175 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0159	
F6825	CHICKEN DUMPLING	CHICKEN DUMPLING	A0107 B1312 C0208 E0105 F0001 G0003 H0184 H0186 H0227 J0001 K0003 M0001 N0001 P0024	
F4201	CHICKEN EGG DROP SOUP	CHICKEN EGG DROP SOUP	A0243 B1457 C0170 E0109 F0014 G0003 H0186 J0001 K0003 M0001 N0001 P0024	
F5091	CHICKEN FAT	CHICKEN FAT	A0273 B1457 C0253 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10338	CHICKEN FEED	CHICKEN FEED	A0001 B0001 C0001 E0001 F0001 G0003 H0152 J0001 K0003 M0001 N0001 P0018	
F10576	CHICKEN FRANKFURTER	CHICKEN FRANKFURTER	A0131 B1457 C0125 E0105 F0014 G0001 H0172 H0227 H0288 H0306 J0001 K0003 M0001 N0001 P0024 Z0003	
F3028	CHICKEN FRICASSEE	CHICKEN FRICASSEE	A0212 B1457 C0265 E0134 F0014 G0001 H0212 H0221 H0227 J0001 K0001 M0001 N0001 P0024	
F3036	CHICKEN GIBLET GRAVY	CHICKEN GIBLET GRAVY	A0286 B1457 C0103 E0138 F0014 G0001 H0152 H0221 H0242 J0001 K0001 M0001 N0001 P0024	
F5358	CHICKEN GIBLET, RAW	CHICKEN GIBLET, RAW	A0273 B1457 C0218 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F5357	CHICKEN GIZZARD, RAW	CHICKEN GIZZARD, RAW	A0273 B1457 C0124 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
F3038	CHICKEN GRAVY	CHICKEN GRAVY	A0286 B1457 C0170 E0102 F0014 G0001 H0146 H0221 H0227 J0001 K0001 M0001 N0001 P0024	
F5360	CHICKEN GRAVY MIX	CHICKEN GRAVY MIX	A0286 B1312 C0208 E0106 F0001 G0001 H0117 H0138 H0279 J0116 K0001 M0001 N0001 P0024 Z0090	
F4903	CHICKEN GUMBO SOUP	CHICKEN GUMBO SOUP	A0180 B1457 C0170 E0138 F0014 G0001 H0171 H0212 J0001 K0003 M0001 N0001 P0024	
F3035	CHICKEN HEAD, FROZEN, GROUND FOR FEED	CHICKEN HEAD, FROZEN, GROUND FOR FEED	A0273 B1457 C0164 E0136 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0015	
F3027	CHICKEN HEART, RAW	CHICKEN HEART, RAW	A0273 B1457 C0201 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
F11817	CHICKEN LEG, RAW	CHICKEN LEG, RAW	A0273 B1457 C0265 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0159	
F1179	CHICKEN LIVER, RAW	CHICKEN LIVER, RAW	A0273 B1457 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F3034	CHICKEN LOAF LUNCH MEAT	CHICKEN LOAF LUNCH MEAT	A0131 B1457 C0125 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F5090	CHICKEN NECK, RAW	CHICKEN NECK, RAW	A0273 B1457 C0243 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002	
F5359	CHICKEN NECK, RAW, GROUND	CHICKEN NECK, RAW, GROUND	A0273 B1457 C0265 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0001	
F2730	CHICKEN NOODLE SOUP	CHICKEN NOODLE SOUP	A0243 B1457 C0170 E0149 F0014 G0001 H0152 H0171 H0227 J0001 K0003 M0001 N0001 P0024	
F4938	CHICKEN NOODLE SOUP MIX	CHICKEN NOODLE SOUP MIX	A0243 B1312 C0208 E0151 F0001 G0003 H0138 H0171 J0116 K0003 M0001 N0001 P0024 Z0090	
F4209	CHICKEN NOODLE SOUP, CONDENSED	CHICKEN NOODLE SOUP, CONDENSED	A0243 B1457 C0170 E0110 F0014 G0003 H0114 H0152 H0171 H0227 K0003 M0001 N0001 P0024	
F10659	CHICKEN NUGGET, RAW	CHICKEN NUGGET, RAW	A0273 B1457 C0268 E0147 F0003 G0003 H0117 H0152 H0188 H0256 J0001 K0003 M0001 N0001 P0024 Z0003	
F11526	CHICKEN PARTS, COOKED	CHICKEN PARTS, COOKED	A0273 B1457 C0243 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F3026	CHICKEN PARTS, FROZEN	CHICKEN PARTS, FROZEN	A0273 B1457 C0243 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 Z0003	
F10644	CHICKEN PARTS, MARINATED, RAW	CHICKEN PARTS, MARINATED, RAW	A0273 B1457 C0243 E0150 F0003 G0003 H0227 J0001 K0003 M0001 N0001 P0024 Z0003	
F7577	CHICKEN PIE	CHICKEN PIE	A0100 B1457 C0170 E0105 F0001 G0003 H0152 H0171 H0207 H0227 J0001 K0003 M0001 N0001 P0024	
F3007	CHICKEN POT PIE, FROZEN	CHICKEN POT PIE, FROZEN	A0100 B1457 C0268 E0105 F0014 G0001 H0152 H0207 H0212 H0227 J0136 K0001 M0001 N0001 P0024	
F3006	CHICKEN RAVIOLI	CHICKEN RAVIOLI	A0220 B1312 C0208 E0140 F0014 G0001 H0143 H0171 H0227 J0001 K0001 M0001 N0001 P0024	
F10589	CHICKEN ROLL	CHICKEN ROLL	A0131 B1457 C0268 E0147 F0014 G0003 H0227 J0001 K0003 M0001 N0001 P0024 Z0003	
F6092	CHICKEN SALAD	CHICKEN SALAD	A0208 B1457 C0268 E0134 F0014 G0003 H0151 H0221 J0001 K0003 M0001 N0001 P0024 Z0003	
F6945	CHICKEN SHRIMP SOUP WITH NOODLES	CHICKEN SHRIMP SOUP WITH NOODLES	A0243 B0001 C0001 E0149 F0014 G0003 H0152 H0153 H0171 J0001 K0003 M0001 N0001 P0024	
F3009	CHICKEN SKIN, RAW	CHICKEN SKIN, RAW	A0273 B1457 C0193 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F6286	CHICKEN SOUP	CHICKEN SOUP	A0243 B1457 C0001 E0149 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F4205	CHICKEN SOUP A LA REINE	CHICKEN SOUP A LA REINE	A0180 B1457 C0268 E0139 F0014 G0003 H0185 H0229 H0242 J0001 K0003 M0001 N0001 P0024	
F4200	CHICKEN SOUP BASE	CHICKEN SOUP BASE	A0243 B1457 C0170 E0109 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F4213	CHICKEN SOUP BASE AND SEASONING WITH CHICKEN FAT	CHICKEN SOUP BASE AND SEASONING WITH CHICKEN FAT	A0243 B1457 C0170 E0109 F0014 G0003 H0151 H0262 J0001 K0003 M0001 N0001 P0024	
F4212	CHICKEN SOUP BASE AND SEASONING WITH CHICKEN MEAT	CHICKEN SOUP BASE AND SEASONING WITH CHICKEN MEAT	A0243 B1457 C0170 E0149 F0014 G0003 H0151 H0171 J0001 K0003 M0001 N0001 P0024	
F5353	CHICKEN SOUP CONCENTRATE	CHICKEN SOUP CONCENTRATE	A0243 B1457 C0170 E0130 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
F4081	CHICKEN SOUP MIX	CHICKEN SOUP MIX	A0243 B1457 C0170 E0136 F0014 G0003 H0138 H0227 J0116 K0003 M0001 N0001 P0024 Z0090	
F4905	CHICKEN SOUP MIX, INSTANT	CHICKEN SOUP MIX, INSTANT	A0243 B1457 C0001 E0151 F0001 G0003 H0138 H0169 J0116 K0003 M0001 N0001 P0024 Z0090	
F4242	CHICKEN SOUP STIX	CHICKEN SOUP STIX	A0243 B1655 C0005 E0147 F0001 G0003 H0138 H0227 J0116 K0003 M0001 N0001 P0024 Z0090	
F9401	CHICKEN SOUP WITH MATZO BALLS	CHICKEN SOUP WITH MATZO BALLS	A0243 B1457 C0001 E0149 F0014 G0003 H0152 J0001 K0003 M0001 N0001 P0024	
F3021	CHICKEN SPREAD	CHICKEN SPREAD	A0273 B1457 C0268 E0144 F0014 G0001 H0263 J0001 K0001 M0001 N0001 P0024	
F3025	CHICKEN STEW	CHICKEN STEW	A0212 B1457 C0125 E0134 F0014 G0001 H0212 J0001 K0001 M0001 N0001 P0024	
F3017	CHICKEN STICK	CHICKEN STICK	A0273 B1457 C0268 E0105 F0001 G0001 H0152 H0188 J0001 K0001 M0001 N0001 P0024	
F4947	CHICKEN STOCK BASE, FAT REMOVED	CHICKEN STOCK BASE, FAT REMOVED	A0133 B1457 C0170 E0130 F0014 G0003 H0248 J0001 K0003 M0001 N0001 P0024	
F4946	CHICKEN STOCK BASE, MEATLESS	CHICKEN STOCK BASE, MEATLESS	A0133 B1563 C0170 E0130 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F7579	CHICKEN TAMALE	CHICKEN TAMALE	A0100 B1457 C0268 E0105 F0001 G0003 H0152 H0207 H0212 H0227 H0262 J0001 K0003 M0206 N0049 P0024 Z0054	
F2706	CHICKEN TETRAZZINI MIX	CHICKEN TETRAZZINI MIX	A0133 B0001 C0001 E0122 F0001 G0003 H0151 J0001 K0003 M0001 N0001 P0024 Z0090	
F10167	CHICKEN THIGH, CHARCOAL-BROILED	CHICKEN THIGH, CHARCOAL-BROILED	A0273 B1457 C0265 E0150 F0014 G0007 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0160	
F10168	CHICKEN THIGH, MICROWAVED	CHICKEN THIGH, MICROWAVED	A0273 B1457 C0265 E0150 F0014 G0011 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0160	
F10169	CHICKEN THIGH, OVEN-BAKED	CHICKEN THIGH, OVEN-BAKED	A0273 B1457 C0265 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0160	
F10166	CHICKEN THIGH, RAW	CHICKEN THIGH, RAW	A0273 B1457 C0265 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002 Z0160	
F10222	CHICKEN THIGH, RETORTED	CHICKEN THIGH, RETORTED	A0273 B1457 C0265 E0150 F0014 G0022 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0160	
F10223	CHICKEN THIGH, RETORTED IN GRAVY	CHICKEN THIGH, RETORTED IN GRAVY	A0273 B1457 C0265 E0150 F0014 G0022 H0152 H0221 J0001 K0034 M0001 N0001 P0024 Z0002 Z0160	
F4939	CHICKEN VEGETABLE NOODLE SOUP MIX	CHICKEN VEGETABLE NOODLE SOUP MIX	A0243 B1457 C0170 E0136 F0014 G0003 H0138 H0152 H0171 H0212 J0116 K0003 M0001 N0001 P0024 Z0090	
F10946	CHICKEN VEGETABLE SOUP	CHICKEN VEGETABLE SOUP	A0243 B0001 C0001 E0149 F0014 G0001 H0171 H0212 H0227 J0001 K0003 M0001 N0001 P0024	
F9459	CHICKEN VEGETABLE SOUP MIX	CHICKEN VEGETABLE SOUP MIX	A0243 B0001 C0001 E0136 F0001 G0003 H0138 H0171 H0212 J0116 K0003 M0001 N0001 P0024 Z0090	
F4248	CHICKEN VERMICELLI SEASONING MIX, DRY	CHICKEN VERMICELLI SEASONING MIX, DRY	A0133 B1457 C0170 E0136 F0014 G0003 H0138 H0152 H0171 H0227 J0116 K0003 M0001 N0001 P0024 Z0090	
F3029	CHICKEN WING, RAW	CHICKEN WING, RAW	A0273 B1457 C0175 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0004 Z0157	
F4552	CHICKEN WITH RICE SOUP, INSTANT	CHICKEN WITH RICE SOUP, INSTANT	A0243 B0001 C0001 E0151 F0001 G0003 H0138 H0152 H0169 H0171 J0116 K0003 M0001 N0001 P0024 Z0090	
F5356	CHICKEN, ARTIFICIALLY COLORED	CHICKEN, ARTIFICIALLY COLORED	A0273 B1198 C0127 E0001 F0001 G0003 H0150 J0001 K0003 M0001 N0001 P0024	
F11876	CHICKEN, BAKED	CHICKEN, BAKED	A0273 B1457 C0175 E0151 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024	
F3031	CHICKEN, BARBEQUED, WHOLE, FROZEN	CHICKEN, BARBEQUED, WHOLE, FROZEN	A0273 B1457 C0120 E0150 F0014 G0001 H0227 J0136 K0001 M0001 N0001 P0024	
F11611	CHICKEN, BATTERED, DEEP-FRIED	CHICKEN, BATTERED, DEEP-FRIED	A0273 B1457 C0175 E0150 F0014 G0029 H0188 J0001 K0003 M0001 N0001 P0024	
F5093	CHICKEN, BONED, CANNED	CHICKEN, BONED, CANNED	A0273 B1457 C0125 E0152 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024	
F5355	CHICKEN, BONED, RAW	CHICKEN, BONED, RAW	A0273 B1457 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
F11864	CHICKEN, BREADED	CHICKEN, BREADED	A0273 B1457 C0103 E0122 F0001 G0001 H0188 J0001 K0003 M0001 N0001 P0024	
F9151	CHICKEN, BREADED AND FRIED, HOMEMADE	CHICKEN, BREADED AND FRIED, HOMEMADE	A0273 B1457 C0265 E0150 F0014 G0025 H0188 H0233 J0001 K0003 M0001 N0001 P0024 Z0109	
